Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
4282,CA-2014-166989,14/11/2014,18/11/2014,Standard Class,RM-19675,FUR-CH-10001797,69,2,0.1,15
4283,CA-2014-103100,20/12/2014,23/12/2014,First Class,AB-10105,OFF-LA-10003720,4,1,0.0,2
4284,CA-2014-103100,20/12/2014,23/12/2014,First Class,AB-10105,OFF-BI-10004600,1104,3,0.0,497
4285,CA-2015-105690,21/11/2015,26/11/2015,Second Class,CA-11965,FUR-BO-10003965,246,2,0.3,-76
4286,CA-2015-105690,21/11/2015,26/11/2015,Second Class,CA-11965,OFF-LA-10000240,12,2,0.2,4
4287,CA-2015-105690,21/11/2015,26/11/2015,Second Class,CA-11965,TEC-CO-10001571,440,1,0.2,165
4288,CA-2017-127516,28/12/2017,03/01/2018,Standard Class,EH-14005,OFF-ST-10000736,65,1,0.2,-13
4289,US-2015-117184,17/05/2015,21/05/2015,Standard Class,ON-18715,OFF-BI-10002082,33,5,0.8,-50
4290,US-2015-117184,17/05/2015,21/05/2015,Standard Class,ON-18715,OFF-PA-10002250,14,3,0.2,5
4291,CA-2017-102407,09/12/2017,13/12/2017,Second Class,AT-10435,OFF-AR-10000122,11,2,0.0,3
4292,CA-2017-102407,09/12/2017,13/12/2017,Second Class,AT-10435,FUR-TA-10003748,896,9,0.2,22
4293,CA-2017-102407,09/12/2017,13/12/2017,Second Class,AT-10435,OFF-AP-10001394,189,1,0.0,68
4294,CA-2017-130967,10/03/2017,16/03/2017,Standard Class,EB-13870,TEC-PH-10004896,54,3,0.4,-11
4295,CA-2017-101581,22/10/2017,27/10/2017,Standard Class,DW-13195,FUR-TA-10002607,177,5,0.5,-121
4296,CA-2017-169124,03/07/2017,10/07/2017,Standard Class,MB-17305,FUR-FU-10001215,129,3,0.0,54
4297,CA-2017-117261,04/09/2017,10/09/2017,Standard Class,TH-21235,OFF-ST-10000419,54,4,0.0,1
4298,CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,TEC-PH-10001459,4368,13,0.2,328
4299,CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,OFF-PA-10000241,50,2,0.2,15
4300,CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,OFF-AP-10003040,161,6,0.2,12
4301,CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,FUR-FU-10001852,3,2,0.2,0
4302,CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,OFF-PA-10000141,9,5,0.2,3
4303,CA-2014-123253,22/08/2014,25/08/2014,Second Class,DE-13255,OFF-AR-10002804,4,1,0.2,1
4304,CA-2016-121601,04/10/2016,04/10/2016,Same Day,MO-17500,OFF-EN-10003862,60,7,0.2,19
4305,CA-2014-162278,26/10/2014,30/10/2014,Second Class,AH-10585,FUR-FU-10000448,64,4,0.0,3
4306,CA-2014-162278,26/10/2014,30/10/2014,Second Class,AH-10585,TEC-PH-10000526,384,5,0.2,38
4307,CA-2016-161095,28/06/2016,28/06/2016,Same Day,CS-12250,OFF-BI-10002764,8,3,0.2,3
4308,CA-2016-161095,28/06/2016,28/06/2016,Same Day,CS-12250,OFF-BI-10001524,34,2,0.2,12
4309,CA-2014-125829,04/11/2014,11/11/2014,Standard Class,WB-21850,TEC-PH-10001079,666,7,0.2,67
4310,CA-2014-125829,04/11/2014,11/11/2014,Standard Class,WB-21850,FUR-TA-10002041,574,4,0.2,-65
4311,CA-2014-125829,04/11/2014,11/11/2014,Standard Class,WB-21850,OFF-BI-10001036,22,3,0.2,8
4312,CA-2014-125829,04/11/2014,11/11/2014,Standard Class,WB-21850,OFF-PA-10000223,19,3,0.0,9
4313,CA-2014-125829,04/11/2014,11/11/2014,Standard Class,WB-21850,TEC-MA-10003246,448,4,0.2,140
4314,CA-2014-123127,08/09/2014,12/09/2014,Standard Class,SP-20620,OFF-AP-10001962,17,2,0.0,4
4315,CA-2015-115945,25/06/2015,01/07/2015,Standard Class,AB-10165,OFF-AR-10004062,21,2,0.0,5
4316,CA-2015-115945,25/06/2015,01/07/2015,Standard Class,AB-10165,OFF-BI-10004330,89,3,0.2,28
4317,CA-2015-115945,25/06/2015,01/07/2015,Standard Class,AB-10165,OFF-ST-10001963,304,3,0.0,9
4318,CA-2015-136735,26/07/2015,02/08/2015,Standard Class,HA-14920,OFF-EN-10002230,168,2,0.0,79
4319,US-2017-136189,07/12/2017,11/12/2017,Standard Class,DC-13285,FUR-FU-10000175,82,6,0.0,26
4320,CA-2014-152345,29/12/2014,03/01/2015,Second Class,ST-20530,TEC-PH-10004897,24,3,0.2,-6
4321,CA-2014-152345,29/12/2014,03/01/2015,Second Class,ST-20530,OFF-ST-10003123,33,1,0.0,8
4322,US-2015-147662,14/02/2015,19/02/2015,Standard Class,KB-16315,OFF-BI-10001658,15,2,0.7,-12
4323,US-2015-147662,14/02/2015,19/02/2015,Standard Class,KB-16315,TEC-PH-10002834,324,3,0.4,-81
4324,US-2015-147662,14/02/2015,19/02/2015,Standard Class,KB-16315,OFF-BI-10002160,2,2,0.7,-2
4325,US-2015-147662,14/02/2015,19/02/2015,Standard Class,KB-16315,OFF-AR-10004999,14,3,0.2,1
4326,US-2015-147662,14/02/2015,19/02/2015,Standard Class,KB-16315,TEC-AC-10003280,72,3,0.2,1
4327,CA-2016-153346,25/01/2016,27/01/2016,First Class,TB-21355,OFF-AR-10000315,9,3,0.0,2
4328,CA-2016-153346,25/01/2016,27/01/2016,First Class,TB-21355,OFF-PA-10000007,18,5,0.0,8
4329,CA-2017-118360,01/04/2017,07/04/2017,Standard Class,JC-15775,OFF-PA-10000791,43,9,0.0,19
4330,CA-2017-149853,03/10/2017,09/10/2017,Standard Class,PO-18850,OFF-PA-10000556,16,3,0.2,5
4331,CA-2017-149853,03/10/2017,09/10/2017,Standard Class,PO-18850,OFF-AP-10000804,18,5,0.2,1
4332,CA-2017-107909,01/09/2017,06/09/2017,Standard Class,SS-20875,TEC-AC-10001998,20,1,0.0,7
4333,CA-2017-107909,01/09/2017,06/09/2017,Standard Class,SS-20875,OFF-BI-10003476,23,5,0.2,8
4334,CA-2015-112375,21/12/2015,27/12/2015,Standard Class,RD-19720,TEC-AC-10003237,51,6,0.2,15
4335,CA-2015-112375,21/12/2015,27/12/2015,Standard Class,RD-19720,OFF-EN-10003798,27,2,0.2,9
4336,CA-2015-154795,20/12/2015,24/12/2015,Standard Class,GZ-14470,OFF-EN-10003068,8,1,0.2,3
4337,CA-2015-154795,20/12/2015,24/12/2015,Standard Class,GZ-14470,FUR-FU-10002088,14,2,0.2,4
4338,CA-2015-125234,27/11/2015,01/12/2015,Standard Class,SN-20710,TEC-AC-10000158,108,3,0.0,23
4339,CA-2015-125234,27/11/2015,01/12/2015,Standard Class,SN-20710,OFF-PA-10000482,114,3,0.0,53
4340,CA-2017-133501,27/08/2017,01/09/2017,Standard Class,DK-12895,OFF-PA-10004888,5,1,0.2,2
4341,US-2014-129609,22/03/2014,22/03/2014,Same Day,VM-21835,OFF-AR-10003478,16,2,0.0,7
4342,CA-2017-130309,17/12/2017,21/12/2017,Standard Class,GB-14575,OFF-ST-10003208,544,3,0.0,158
4343,CA-2017-105410,19/03/2017,22/03/2017,First Class,ND-18370,OFF-BI-10004970,20,6,0.2,7
4344,CA-2017-105410,19/03/2017,22/03/2017,First Class,ND-18370,TEC-PH-10000038,658,6,0.2,-132
4345,CA-2017-105410,19/03/2017,22/03/2017,First Class,ND-18370,TEC-AC-10001552,100,2,0.0,11
4346,CA-2017-105410,19/03/2017,22/03/2017,First Class,ND-18370,TEC-AC-10002926,200,4,0.0,86
4347,CA-2016-120355,18/09/2016,25/09/2016,Standard Class,MM-17260,FUR-CH-10001394,632,2,0.1,140
4348,CA-2016-120355,18/09/2016,25/09/2016,Standard Class,MM-17260,FUR-FU-10004053,61,3,0.0,26
4349,CA-2017-169894,24/11/2017,29/11/2017,Second Class,MV-17485,OFF-BI-10004230,21,2,0.7,-15
4350,CA-2017-169894,24/11/2017,29/11/2017,Second Class,MV-17485,OFF-ST-10000060,416,8,0.2,-42
4351,US-2017-100482,11/04/2017,15/04/2017,Standard Class,JL-15130,OFF-ST-10001325,17,2,0.2,1
4352,US-2017-100482,11/04/2017,15/04/2017,Standard Class,JL-15130,TEC-AC-10003441,27,2,0.2,-5
4353,CA-2017-107748,10/12/2017,12/12/2017,Second Class,AG-10330,TEC-PH-10003215,96,4,0.2,35
4354,CA-2017-107748,10/12/2017,12/12/2017,Second Class,AG-10330,OFF-PA-10002005,13,2,0.0,6
4355,CA-2017-153654,24/11/2017,26/11/2017,Second Class,MD-17860,OFF-BI-10004465,19,8,0.7,-13
4356,CA-2015-155600,04/12/2015,07/12/2015,Second Class,RO-19780,OFF-BI-10000545,1598,7,0.7,-1065
4357,CA-2015-155600,04/12/2015,07/12/2015,Second Class,RO-19780,OFF-AR-10003752,37,4,0.2,12
4358,CA-2017-162565,11/12/2017,11/12/2017,Same Day,RR-19315,OFF-PA-10001937,10,2,0.2,4
4359,CA-2017-162565,11/12/2017,11/12/2017,Same Day,RR-19315,FUR-FU-10004306,78,1,0.6,-66
4360,CA-2017-162565,11/12/2017,11/12/2017,Same Day,RR-19315,FUR-CH-10003973,520,2,0.3,-15
4361,CA-2016-127642,21/05/2016,23/05/2016,First Class,CP-12340,OFF-PA-10000565,112,2,0.0,55
4362,US-2017-163195,17/02/2017,21/02/2017,Second Class,LL-16840,TEC-PH-10003875,29,3,0.0,8
4363,CA-2017-111332,20/05/2017,22/05/2017,Second Class,NC-18340,OFF-AR-10001953,132,3,0.0,36
4364,CA-2017-111332,20/05/2017,22/05/2017,Second Class,NC-18340,OFF-AR-10001374,26,4,0.0,8
4365,CA-2017-111332,20/05/2017,22/05/2017,Second Class,NC-18340,OFF-ST-10003816,705,4,0.0,162
4366,CA-2017-111332,20/05/2017,22/05/2017,Second Class,NC-18340,OFF-FA-10001843,7,3,0.0,3
4367,CA-2017-111332,20/05/2017,22/05/2017,Second Class,NC-18340,OFF-AR-10000657,22,10,0.0,7
4368,CA-2017-117044,11/09/2017,13/09/2017,Second Class,HA-14920,OFF-FA-10000936,11,4,0.2,3
4369,CA-2017-117044,11/09/2017,13/09/2017,Second Class,HA-14920,OFF-PA-10003657,21,6,0.2,6
4370,US-2016-165078,05/11/2016,10/11/2016,Standard Class,MA-17995,OFF-BI-10001989,105,5,0.0,50
4371,US-2016-165078,05/11/2016,10/11/2016,Standard Class,MA-17995,OFF-AR-10002987,40,2,0.0,16
4372,US-2016-165078,05/11/2016,10/11/2016,Standard Class,MA-17995,OFF-LA-10000414,52,5,0.0,25
4373,US-2017-169320,23/07/2017,25/07/2017,Second Class,LH-16900,OFF-AR-10003602,12,2,0.0,5
4374,US-2017-169320,23/07/2017,25/07/2017,Second Class,LH-16900,TEC-AC-10002550,160,5,0.0,11
4375,CA-2016-158575,18/11/2016,24/11/2016,Standard Class,SB-20290,OFF-AP-10002998,104,6,0.2,17
4376,CA-2014-166954,25/04/2014,30/04/2014,Standard Class,BT-11305,FUR-FU-10003708,303,5,0.0,64
4377,CA-2014-166954,25/04/2014,30/04/2014,Standard Class,BT-11305,OFF-AP-10001391,271,3,0.0,79
4378,CA-2014-166954,25/04/2014,30/04/2014,Standard Class,BT-11305,FUR-CH-10003973,1487,5,0.2,149
4379,CA-2015-140830,30/11/2015,02/12/2015,Second Class,PS-18970,OFF-EN-10000461,17,2,0.0,8
4380,CA-2015-140830,30/11/2015,02/12/2015,Second Class,PS-18970,OFF-EN-10002831,72,2,0.0,32
4381,CA-2015-152891,25/10/2015,30/10/2015,Standard Class,TB-21625,OFF-AR-10004648,60,3,0.0,16
4382,CA-2015-152891,25/10/2015,30/10/2015,Standard Class,TB-21625,FUR-TA-10001857,253,3,0.2,-32
4383,US-2015-122784,20/07/2015,27/07/2015,Standard Class,RA-19915,OFF-BI-10000546,3,5,0.8,-4
4384,US-2015-122784,20/07/2015,27/07/2015,Standard Class,RA-19915,FUR-BO-10004690,385,4,0.3,-126
4385,US-2015-122784,20/07/2015,27/07/2015,Standard Class,RA-19915,TEC-PH-10001557,154,2,0.2,13
4386,US-2015-122784,20/07/2015,27/07/2015,Standard Class,RA-19915,FUR-BO-10002545,913,5,0.3,-52
4387,CA-2016-156811,27/10/2016,02/11/2016,Standard Class,BP-11095,OFF-AP-10001366,44,4,0.0,12
4388,CA-2016-156811,27/10/2016,02/11/2016,Standard Class,BP-11095,OFF-BI-10001628,25,3,0.2,8
4389,CA-2017-111556,20/11/2017,22/11/2017,First Class,CD-11920,OFF-PA-10003651,47,7,0.0,22
4390,CA-2017-111556,20/11/2017,22/11/2017,First Class,CD-11920,FUR-BO-10003159,184,2,0.2,-25
4391,CA-2017-111556,20/11/2017,22/11/2017,First Class,CD-11920,TEC-PH-10001459,1260,3,0.0,328
4392,CA-2017-111556,20/11/2017,22/11/2017,First Class,CD-11920,OFF-AR-10004602,69,3,0.0,19
4393,CA-2016-108868,08/09/2016,12/09/2016,Standard Class,KB-16585,OFF-AR-10001953,70,2,0.2,6
4394,CA-2016-108868,08/09/2016,12/09/2016,Standard Class,KB-16585,TEC-PH-10000923,60,5,0.2,22
4395,CA-2014-142965,20/07/2014,20/07/2014,Same Day,SW-20245,OFF-ST-10002583,26,1,0.2,-5
4396,CA-2014-142965,20/07/2014,20/07/2014,Same Day,SW-20245,OFF-BI-10000977,27,3,0.7,-22
4397,CA-2016-148740,15/11/2016,19/11/2016,Standard Class,AH-10690,TEC-PH-10002549,361,2,0.2,27
4398,US-2014-138758,07/07/2014,11/07/2014,Standard Class,JL-15835,FUR-CH-10002880,172,2,0.3,-47
4399,US-2014-138758,07/07/2014,11/07/2014,Standard Class,JL-15835,FUR-FU-10003039,69,2,0.2,12
4400,CA-2016-131737,17/03/2016,17/03/2016,Same Day,GZ-14470,OFF-EN-10003055,200,5,0.0,90
4401,CA-2016-131737,17/03/2016,17/03/2016,Same Day,GZ-14470,OFF-AP-10002945,902,3,0.0,298
4402,CA-2016-131737,17/03/2016,17/03/2016,Same Day,GZ-14470,FUR-FU-10004306,972,5,0.0,253
4403,CA-2016-114538,26/12/2016,27/12/2016,First Class,RC-19825,OFF-AR-10002445,11,2,0.2,3
4404,CA-2014-127936,02/09/2014,04/09/2014,First Class,CL-12565,OFF-AR-10002445,21,3,0.0,8
4405,CA-2015-164336,05/07/2015,10/07/2015,Standard Class,MW-18220,TEC-AC-10002345,35,3,0.2,2
4406,CA-2015-164336,05/07/2015,10/07/2015,Standard Class,MW-18220,OFF-ST-10001558,39,3,0.2,-2
4407,CA-2016-100041,20/11/2016,25/11/2016,Standard Class,BF-10975,OFF-PA-10001622,9,2,0.0,4
4408,CA-2016-100041,20/11/2016,25/11/2016,Standard Class,BF-10975,OFF-PA-10000418,315,3,0.0,151
4409,CA-2016-100041,20/11/2016,25/11/2016,Standard Class,BF-10975,OFF-BI-10000343,5,1,0.0,2
4410,US-2014-154879,06/05/2014,11/05/2014,Standard Class,SN-20710,OFF-LA-10004425,6,2,0.0,3
4411,US-2014-154879,06/05/2014,11/05/2014,Standard Class,SN-20710,OFF-AR-10001897,108,6,0.0,30
4412,CA-2014-130624,21/06/2014,24/06/2014,First Class,TB-21280,OFF-PA-10003883,20,3,0.0,9
4413,CA-2014-130624,21/06/2014,24/06/2014,First Class,TB-21280,TEC-PH-10003963,618,3,0.0,161
4414,CA-2014-130624,21/06/2014,24/06/2014,First Class,TB-21280,OFF-AP-10001303,60,3,0.0,27
4415,CA-2017-132339,19/08/2017,23/08/2017,Standard Class,JB-15400,OFF-BI-10003925,388,1,0.0,182
4416,CA-2014-153983,29/11/2014,06/12/2014,Standard Class,AH-10210,TEC-PH-10004586,576,2,0.2,72
4417,CA-2014-153983,29/11/2014,06/12/2014,Standard Class,AH-10210,OFF-FA-10003495,30,5,0.0,15
4418,CA-2017-112900,09/04/2017,12/04/2017,Second Class,KL-16645,OFF-BI-10002867,478,8,0.0,220
4419,CA-2014-160157,20/12/2014,27/12/2014,Standard Class,MH-17455,FUR-FU-10003773,191,3,0.2,-21
4420,CA-2014-139633,17/12/2014,24/12/2014,Standard Class,EC-14050,OFF-BI-10002954,5,4,0.7,-4
4421,CA-2015-163090,17/11/2015,21/11/2015,Second Class,GH-14665,OFF-SU-10002537,41,5,0.2,3
4422,CA-2014-117016,04/03/2014,09/03/2014,Standard Class,SC-20095,OFF-AR-10001374,16,3,0.2,2
4423,CA-2017-159464,18/05/2017,19/05/2017,First Class,TB-21355,OFF-AP-10001492,17,2,0.0,4
4424,CA-2017-159464,18/05/2017,19/05/2017,First Class,TB-21355,FUR-BO-10003546,303,3,0.0,76
4425,CA-2017-159464,18/05/2017,19/05/2017,First Class,TB-21355,TEC-PH-10002185,35,5,0.0,16
4426,CA-2017-159464,18/05/2017,19/05/2017,First Class,TB-21355,OFF-BI-10000315,114,6,0.0,55
4427,CA-2017-159464,18/05/2017,19/05/2017,First Class,TB-21355,TEC-PH-10002350,56,2,0.0,16
4428,US-2017-103226,22/09/2017,28/09/2017,Standard Class,DW-13195,OFF-PA-10002666,27,3,0.0,12
4429,CA-2017-119452,21/03/2017,27/03/2017,Standard Class,CL-12565,FUR-CH-10004495,1806,6,0.0,524
4430,CA-2017-147725,14/09/2017,14/09/2017,Same Day,LT-17110,OFF-AR-10001725,71,3,0.0,18
4431,CA-2016-168893,03/11/2016,08/11/2016,Second Class,AP-10915,OFF-FA-10002280,20,4,0.0,10
4432,CA-2016-168893,03/11/2016,08/11/2016,Second Class,AP-10915,OFF-AR-10001770,8,3,0.0,2
4433,CA-2016-168893,03/11/2016,08/11/2016,Second Class,AP-10915,FUR-FU-10002885,24,5,0.0,9
4434,CA-2016-168893,03/11/2016,08/11/2016,Second Class,AP-10915,OFF-AR-10003772,9,1,0.0,3
4435,CA-2016-168893,03/11/2016,08/11/2016,Second Class,AP-10915,FUR-TA-10003392,843,3,0.0,160
4436,CA-2016-163398,03/05/2016,08/05/2016,Standard Class,CB-12415,OFF-BI-10000014,2,1,0.8,-4
4437,CA-2016-163398,03/05/2016,08/05/2016,Standard Class,CB-12415,OFF-AR-10003217,27,7,0.2,3
4438,CA-2016-163398,03/05/2016,08/05/2016,Standard Class,CB-12415,OFF-AP-10002403,26,3,0.8,-71
4439,CA-2016-162726,27/12/2016,02/01/2017,Standard Class,MT-17815,OFF-PA-10001972,10,2,0.2,4
4440,CA-2016-162726,27/12/2016,02/01/2017,Standard Class,MT-17815,OFF-PA-10004041,24,4,0.2,7
4441,US-2016-111290,22/07/2016,26/07/2016,Standard Class,DK-13375,TEC-AC-10004975,110,1,0.0,36
4442,US-2016-111290,22/07/2016,26/07/2016,Standard Class,DK-13375,OFF-ST-10001932,966,5,0.0,135
4443,US-2016-111290,22/07/2016,26/07/2016,Standard Class,DK-13375,OFF-AR-10001761,29,5,0.0,11
4444,US-2016-111290,22/07/2016,26/07/2016,Standard Class,DK-13375,OFF-PA-10002262,32,5,0.0,16
4445,US-2014-147704,16/11/2014,21/11/2014,Standard Class,SR-20740,OFF-EN-10004483,78,5,0.0,37
4446,US-2014-147704,16/11/2014,21/11/2014,Standard Class,SR-20740,OFF-PA-10003270,32,6,0.0,14
4447,US-2014-147704,16/11/2014,21/11/2014,Standard Class,SR-20740,OFF-BI-10001634,29,4,0.0,14
4448,US-2014-147704,16/11/2014,21/11/2014,Standard Class,SR-20740,OFF-ST-10000675,169,5,0.0,42
4449,CA-2015-121965,19/06/2015,23/06/2015,Standard Class,LH-17155,FUR-FU-10000732,13,2,0.0,4
4450,CA-2015-121965,19/06/2015,23/06/2015,Standard Class,LH-17155,OFF-PA-10004355,6,1,0.0,3
4451,CA-2015-121965,19/06/2015,23/06/2015,Standard Class,LH-17155,OFF-EN-10000056,187,3,0.0,88
4452,CA-2016-147137,04/07/2016,06/07/2016,First Class,AA-10645,FUR-FU-10000221,25,5,0.0,9
4453,CA-2016-147137,04/07/2016,06/07/2016,First Class,AA-10645,OFF-EN-10003567,44,2,0.0,21
4454,CA-2016-147137,04/07/2016,06/07/2016,First Class,AA-10645,FUR-BO-10001811,1279,5,0.2,226
4455,CA-2016-147137,04/07/2016,06/07/2016,First Class,AA-10645,OFF-ST-10002486,28,4,0.0,1
4456,US-2015-146745,03/09/2015,08/09/2015,Standard Class,AS-10630,FUR-CH-10002372,130,2,0.2,-13
4457,US-2015-146745,03/09/2015,08/09/2015,Standard Class,AS-10630,OFF-BI-10003274,6,2,0.2,2
4458,CA-2017-115175,07/08/2017,12/08/2017,Standard Class,MC-17575,OFF-PA-10001878,245,5,0.0,115
4459,CA-2017-105851,13/03/2017,20/03/2017,Standard Class,SE-20110,OFF-SU-10002881,1332,2,0.2,-300
4460,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,FUR-FU-10001979,33,1,0.2,3
4461,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,OFF-ST-10001522,147,2,0.2,-29
4462,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,TEC-AC-10003657,54,2,0.2,1
4463,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,OFF-BI-10001718,77,4,0.7,-59
4464,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,OFF-PA-10003022,14,3,0.2,5
4465,US-2017-125717,28/09/2017,01/10/2017,First Class,DS-13030,OFF-AP-10000891,210,2,0.2,26
4466,CA-2015-163895,07/08/2015,11/08/2015,Standard Class,NS-18640,OFF-BI-10004970,3,1,0.2,1
4467,CA-2017-168641,24/11/2017,01/12/2017,Standard Class,KA-16525,OFF-AR-10003759,16,9,0.0,7
4468,CA-2017-168641,24/11/2017,01/12/2017,Standard Class,KA-16525,OFF-EN-10003001,168,2,0.0,79
4469,CA-2017-168641,24/11/2017,01/12/2017,Standard Class,KA-16525,FUR-BO-10000780,322,2,0.2,-16
4470,CA-2017-168641,24/11/2017,01/12/2017,Standard Class,KA-16525,OFF-PA-10001972,13,2,0.0,6
4471,CA-2017-156895,08/05/2017,12/05/2017,Standard Class,DJ-13510,FUR-CH-10003535,128,3,0.3,-24
4472,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,FUR-CH-10003774,64,1,0.3,-15
4473,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,TEC-AC-10004571,240,3,0.2,66
4474,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,FUR-TA-10004442,344,2,0.4,-189
4475,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,OFF-PA-10002787,16,3,0.2,5
4476,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,FUR-FU-10004586,21,4,0.2,7
4477,CA-2017-121300,29/09/2017,29/09/2017,Same Day,MG-17680,OFF-PA-10002606,8,2,0.2,3
4478,CA-2017-130211,22/10/2017,22/10/2017,Same Day,BD-11620,OFF-ST-10000129,333,3,0.0,23
4479,CA-2017-130211,22/10/2017,22/10/2017,Same Day,BD-11620,FUR-TA-10003748,249,2,0.0,55
4480,CA-2014-147235,24/03/2014,28/03/2014,Standard Class,CD-11920,OFF-PA-10004948,25,5,0.0,12
4481,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-FA-10001561,15,7,0.0,5
4482,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-AP-10002998,43,2,0.0,14
4483,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-BI-10003981,44,12,0.2,16
4484,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-PA-10001725,116,3,0.0,57
4485,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-BI-10002071,9,2,0.2,3
4486,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-PA-10000477,19,3,0.0,9
4487,CA-2016-109365,03/11/2016,08/11/2016,Standard Class,XP-21865,OFF-PA-10004359,315,3,0.0,151
4488,CA-2015-162621,05/09/2015,11/09/2015,Standard Class,CA-12055,OFF-BI-10000962,16,5,0.8,-25
4489,CA-2015-162621,05/09/2015,11/09/2015,Standard Class,CA-12055,OFF-SU-10003567,69,9,0.2,-15
4490,CA-2015-162621,05/09/2015,11/09/2015,Standard Class,CA-12055,OFF-BI-10003708,4,3,0.8,-8
4491,CA-2017-105921,14/08/2017,21/08/2017,Standard Class,JM-15250,FUR-TA-10001095,418,3,0.2,5
4492,CA-2014-150798,01/12/2014,03/12/2014,Second Class,JK-15730,TEC-CO-10001571,660,2,0.4,110
4493,CA-2014-150798,01/12/2014,03/12/2014,Second Class,JK-15730,FUR-FU-10000221,8,2,0.2,1
4494,CA-2014-150798,01/12/2014,03/12/2014,Second Class,JK-15730,OFF-PA-10001972,36,7,0.2,13
4495,CA-2014-150798,01/12/2014,03/12/2014,Second Class,JK-15730,FUR-CH-10000015,910,6,0.3,-52
4496,CA-2017-112753,18/06/2017,23/06/2017,Standard Class,CC-12670,FUR-BO-10004015,918,9,0.2,76
4497,CA-2017-112753,18/06/2017,23/06/2017,Standard Class,CC-12670,OFF-PA-10002036,39,6,0.0,19
4498,CA-2017-155075,02/12/2017,09/12/2017,Standard Class,GW-14605,OFF-BI-10003650,631,4,0.7,-463
4499,CA-2014-103401,21/11/2014,26/11/2014,Standard Class,GR-14560,OFF-PA-10003309,13,2,0.0,6
4500,CA-2016-124814,10/04/2016,16/04/2016,Standard Class,FM-14215,OFF-PA-10002787,13,2,0.0,6
4501,CA-2016-124814,10/04/2016,16/04/2016,Standard Class,FM-14215,OFF-BI-10000174,23,5,0.2,8
4502,CA-2014-116757,30/06/2014,04/07/2014,Standard Class,MS-17980,OFF-PA-10002005,26,5,0.2,9
4503,CA-2014-116757,30/06/2014,04/07/2014,Standard Class,MS-17980,OFF-FA-10002815,21,6,0.2,7
4504,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,TEC-PH-10000213,174,7,0.2,17
4505,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,OFF-AP-10000828,362,2,0.0,101
4506,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,TEC-AC-10004708,63,3,0.0,13
4507,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,TEC-PH-10001530,818,3,0.2,51
4508,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,OFF-ST-10002301,20,1,0.0,0
4509,US-2014-138247,24/12/2014,29/12/2014,Standard Class,BF-11170,FUR-FU-10002554,24,1,0.0,6
4510,CA-2017-167003,23/05/2017,29/05/2017,Standard Class,VS-21820,FUR-TA-10001520,171,3,0.2,-6
4511,CA-2016-119935,10/11/2016,14/11/2016,Standard Class,KM-16225,FUR-FU-10001085,37,2,0.0,17
4512,CA-2016-119935,10/11/2016,14/11/2016,Standard Class,KM-16225,OFF-BI-10001597,82,2,0.0,39
4513,CA-2016-118969,02/10/2016,03/10/2016,First Class,LP-17095,OFF-BI-10002429,55,6,0.7,-40
4514,CA-2016-145240,06/09/2016,08/09/2016,First Class,BG-11740,OFF-ST-10001590,11,1,0.2,1
4515,CA-2016-120873,27/10/2016,01/11/2016,Second Class,BW-11200,FUR-CH-10000847,291,1,0.0,76
4516,US-2017-111920,22/10/2017,26/10/2017,Standard Class,PS-18970,OFF-AR-10003179,36,4,0.0,12
4517,US-2016-128678,15/09/2016,20/09/2016,Standard Class,RB-19570,OFF-PA-10000807,21,5,0.0,10
4518,US-2016-128678,15/09/2016,20/09/2016,Standard Class,RB-19570,OFF-BI-10002103,49,7,0.2,16
4519,CA-2016-101385,25/09/2016,01/10/2016,Standard Class,JW-16075,OFF-AR-10004441,17,4,0.0,7
